index,file,methodName,methodParameterType,methodParameterName,methodBody,AST,SBT,methodDoc
64,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xread,"int#long#Map.Entry<String,StreamEntryID>#",count#block#streams#,"List<Map.Entry<String, List<StreamEntry>>> xread(int count, long block, Map.Entry<String, StreamEntryID>... streams);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#QualifiedName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#ParameterizedType#ParameterizedType#SimpleName#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleName#QualifiedName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(ParameterizedType(SimpleType(QualifiedName(SimpleName)SimpleName(SimpleName)SimpleName)QualifiedName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType)ParameterizedType)ParameterizedType(SimpleName)SimpleName(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(ParameterizedType(SimpleType(QualifiedName(SimpleName)SimpleName(SimpleName)SimpleName)QualifiedName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XREAD [COUNT count] [BLOCK milliseconds] STREAMS key [key ...] ID [ID ...]
 * @param count
 * @param block
 * @param streams
 * @return
 */"
65,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xack,String#String#StreamEntryID#,key#group#ids#,"Long xack(String key, String group,  StreamEntryID... ids);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XACK key group ID [ID ...]
 * @param key
 * @param group
 * @param ids
 * @return
 */"
66,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xgroupCreate,String#String#StreamEntryID#boolean#,key#groupname#id#makeStream#,"String xgroupCreate( String key, String groupname, StreamEntryID id, boolean makeStream);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XGROUP CREATE <key> <groupname> <id or $>
 * @param key
 * @param groupname
 * @param id
 * @return
 */"
67,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xgroupSetID,String#String#StreamEntryID#,key#groupname#id#,"String xgroupSetID( String key, String groupname, StreamEntryID id);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XGROUP SETID <key> <groupname> <id or $>
 * @param key
 * @param groupname
 * @param id
 * @return
 */"
68,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xgroupDestroy,String#String#,key#groupname#,"Long xgroupDestroy( String key, String groupname);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XGROUP DESTROY <key> <groupname>
 * @param key
 * @param groupname
 * @return
 */"
69,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xgroupDelConsumer,String#String#String#,key#groupname#consumername#,"String xgroupDelConsumer( String key, String groupname, String consumername);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XGROUP DELCONSUMER <key> <groupname> <consumername> 
 * @param key
 * @param groupname
 * @param consumername
 * @return
 */"
70,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xreadGroup,"String#String#int#long#boolean#Map.Entry<String,StreamEntryID>#",groupname#consumer#count#block#noAck#streams#,"List<Map.Entry<String, List<StreamEntry>>> xreadGroup(String groupname, String consumer, int count, long block, boolean noAck, Map.Entry<String, StreamEntryID>... streams);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#QualifiedName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#ParameterizedType#ParameterizedType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleName#QualifiedName#SimpleType#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(ParameterizedType(SimpleType(QualifiedName(SimpleName)SimpleName(SimpleName)SimpleName)QualifiedName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType)ParameterizedType)ParameterizedType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(ParameterizedType(SimpleType(QualifiedName(SimpleName)SimpleName(SimpleName)SimpleName)QualifiedName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XREAD [COUNT count] [BLOCK milliseconds] STREAMS key [key ...] ID [ID ...]
 * @param groupname
 * @param consumer
 * @param count
 * @param block
 * @param streams
 * @return
 */"
71,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xpending,String#String#StreamEntryID#StreamEntryID#int#String#,key#groupname#start#end#count#consumername#,"List<StreamPendingEntry> xpending(String key, String groupname, StreamEntryID start, StreamEntryID end, int count, String consumername);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XPENDING key group [start end count] [consumer]
 * @param key
 * @param groupname
 * @param start
 * @param end
 * @param count
 * @param consumername
 * @return
 */"
72,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xdel,String#StreamEntryID#,key#ids#,"Long xdel( String key, StreamEntryID... ids);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XDEL key ID [ID ...]
 * @param key
 * @param ids
 * @return
 */"
73,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xtrim,String#long#boolean#,key#maxLen#approximateLength#,"Long xtrim( String key, long maxLen, boolean approximateLength);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XTRIM key MAXLEN [~] count
 * @param key
 * @param maxLen
 * @param approximateLength
 * @return
 */"
74,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/JedisClusterCommands.java,redis.clients.jedis.commands.JedisClusterCommands.xclaim,String#String#String#long#long#int#boolean#StreamEntryID#,key#group#consumername#minIdleTime#newIdleTime#retries#force#ids#,"List<StreamEntry> xclaim( String key, String group, String consumername, long minIdleTime, 
      long newIdleTime, int retries, boolean force, StreamEntryID... ids);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleType#ParameterizedType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(ParameterizedType(SimpleType(SimpleName)SimpleName)SimpleType(SimpleType(SimpleName)SimpleName)SimpleType)ParameterizedType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * XCLAIM <key> <group> <consumer> <min-idle-time> <ID-1> <ID-2> [IDLE <milliseconds>] [TIME <mstime>] [RETRYCOUNT <count>] [FORCE] [JUSTID]
 */"
75,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.ping,/,/,String ping();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * This command is often used to test if a connection is still alive, or to measure latency.
 * @return PONG
 */"
76,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.quit,/,/,String quit();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Ask the server to close the connection. The connection is closed as soon as all pending replies have been written to the client.
 * @return OK
 */"
77,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.flushDB,/,/,String flushDB();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Delete all the keys of the currently selected DB. This command never fails. The time-complexity for this operation is O(N), N being the number of keys in the database.
 * @return OK
 */"
78,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.dbSize,/,/,Long dbSize();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Return the number of keys in the currently-selected database.
 * @return the number of key in the currently-selected database.
 */"
79,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.select,int#,index#,String select(int index);,Javadoc#SimpleName#SimpleType#SimpleName#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * Select the DB with having the specified zero-based numeric index.
 * @param index the index
 * @return a simple string reply OK
 */"
80,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.swapDB,int#int#,index1#index2#,"String swapDB(int index1, int index2);",Javadoc#SimpleName#SimpleType#SimpleName#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * This command swaps two Redis databases, so that immediately all the clients connected to a given database will see the data of the other database, and the other way around.
 * @param index1
 * @param index2
 * @return Simple string reply: OK if SWAPDB was executed correctly.
 */"
81,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.flushAll,/,/,String flushAll();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Delete all the keys of all the existing databases, not just the currently selected one.
 * @return a simple string reply (OK)
 */"
82,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.auth,String#,password#,String auth(String password);,Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * Request for authentication in a password-protected Redis server. Redis can be instructed to require a password before allowing clients to execute commands. This is done using the requirepass directive in the configuration file. If password matches the password in the configuration file, the server replies with the OK status code and starts accepting commands. Otherwise, an error is returned and the clients needs to try a new password.
 * @param password
 * @return the result of the auth
 */"
83,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.save,/,/,String save();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * The SAVE commands performs a synchronous save of the dataset producing a point in time snapshot of all the data inside the Redis instance, in the form of an RDB file. You almost never want to call SAVE in production environments where it will block all the other clients. Instead usually BGSAVE is used. However in case of issues preventing Redis to create the background saving child (for instance errors in the fork(2) system call), the SAVE command can be a good last resort to perform the dump of the latest dataset.
 * @return result of the save
 */"
84,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.bgsave,/,/,String bgsave();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Save the DB in background. The OK code is immediately returned. Redis forks, the parent continues to serve the clients, the child saves the DB on disk then exits. A client may be able to check if the operation succeeded using the LASTSAVE command.
 * @return ok
 */"
85,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.bgrewriteaof,/,/,String bgrewriteaof();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Instruct Redis to start an Append Only File rewrite process. The rewrite will create a small optimized version of the current Append Only File If BGREWRITEAOF fails, no data gets lost as the old AOF will be untouched. The rewrite will be only triggered by Redis if there is not already a background process doing persistence. Specifically: If a Redis child is creating a snapshot on disk, the AOF rewrite is scheduled but not started until the saving child producing the RDB file terminates. In this case the BGREWRITEAOF will still return an OK code, but with an appropriate message. You can check if an AOF rewrite is scheduled looking at the INFO command as of Redis 2.6. If an AOF rewrite is already in progress the command returns an error and no AOF rewrite will be scheduled for a later time. Since Redis 2.4 the AOF rewrite is automatically triggered by Redis, however the BGREWRITEAOF command can be used to trigger a rewrite at any time.
 * @return the response of the command
 */"
86,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.lastsave,/,/,Long lastsave();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Return the UNIX TIME of the last DB save executed with success.
 * @return the unix latest save
 */"
87,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.shutdown,/,/,String shutdown();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Stop all the client. Perform a SAVE (if one save point is configured). Flush the append only file if AOF is enabled quit the server
 * @return only in case of error.
 */"
88,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.info,/,/,String info();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * The INFO command returns information and statistics about the server in a format that is simple to parse by computers and easy to read by humans.
 * @return information on the server
 */"
89,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.info,String#,section#,String info(String section);,Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * The INFO command returns information and statistics about the server in a format that is simple to parse by computers and easy to read by humans.
 * @param section (all: Return all sections, default: Return only the default set of sections, server: General information about the Redis server, clients: Client connections section, memory: Memory consumption related information, persistence: RDB and AOF related information, stats: General statistics, replication: Master/slave replication information, cpu: CPU consumption statistics, commandstats: Redis command statistics, cluster: Redis Cluster section, keyspace: Database related statistics)
 * @return
 */"
90,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.slaveof,String#int#,host#port#,"String slaveof(String host, int port);",Javadoc#SimpleName#SimpleType#SimpleName#SimpleName#SimpleType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * The SLAVEOF command can change the replication settings of a slave on the fly. In the proper form SLAVEOF hostname port will make the server a slave of another server listening at the specified hostname and port. If a server is already a slave of some master, SLAVEOF hostname port will stop the replication against the old server and start the synchronization against the new one, discarding the old dataset.
 * @param host listening at the specified hostname
 * @param port server listening at the specified port
 * @return result of the command.
 */"
91,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.slaveofNoOne,/,/,String slaveofNoOne();,Javadoc#SimpleName#SimpleType#SimpleName#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * SLAVEOF NO ONE will stop replication, turning the server into a MASTER, but will not discard the replication. So, if the old master stops working, it is possible to turn the slave into a master and set the application to use this new master in read/write. Later when the other Redis server is fixed, it can be reconfigured to work as a slave.
 * @return result of the command
 */"
92,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.getDB,/,/,int getDB();,Javadoc#PrimitiveType#SimpleName#MethodDeclaration#,(MethodDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)MethodDeclaration,"/** 
 * Return the index of the current database
 * @return the int of the index database.
 */"
93,../repos/repos2/jedis/src/main/java/redis/clients/jedis/commands/BasicCommands.java,redis.clients.jedis.commands.BasicCommands.waitReplicas,int#long#,replicas#timeout#,"Long waitReplicas(int replicas, long timeout);",Javadoc#SimpleName#SimpleType#SimpleName#PrimitiveType#SimpleName#SingleVariableDeclaration#PrimitiveType#SimpleName#SingleVariableDeclaration#MethodDeclaration#,(MethodDeclaration(SimpleType(SimpleName)SimpleName)SimpleType(SimpleName)SimpleName(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration(SingleVariableDeclaration(PrimitiveType)PrimitiveType(SimpleName)SimpleName)SingleVariableDeclaration)MethodDeclaration,"/** 
 * Blocks until all the previous write commands are successfully transferred and acknowledged by  at least the specified number of replicas.  If the timeout, specified in milliseconds, is reached, the command returns  even if the specified number of replicas were not yet reached.
 * @param replicas successfully transferred and acknowledged by at least the specified number of replicas
 * @param timeout the time to block in milliseconds, a timeout of 0 means to block forever
 * @return the number of replicas reached by all the writes performed in the context of the current connection
 */"
